input_type,address,mean_sim,time
bytecode,0x00674045bb7c17f0aa1cde34780d6c51af548728,,4
bytecode,0x00685230359bdb9e16704e1d3918b553e9a015e2,,4
bytecode,0x007d42b9192b8c087b0d3e6ef73aae48e74b41c1,,1
bytecode,0x0286f920f893513c7ec9fe35ba0a4760229a243e,0.9020270705223083,3
bytecode,0x035a401972f228b58dcae76bf318b54ed036d680,0.6500740647315979,4
bytecode,0x04f062809b244e37e7fdc21d9409469c989c2342,,4
bytecode,0x05215fce25902366480696f38c3093e31dbce69a,0.753894031047821,4
bytecode,0x05461124c86c0ad7c5d8e012e1499fd9109ffb7d,0.8447655439376831,3
bytecode,0x072b4b3008eb2177cce628123d24e75a8e34b9b0,0.731528639793396,5
bytecode,0x0a97094c19295e320d5121d72139a150021a2702,,4
bytecode,0x0ad3227eb47597b566ec138b3afd78cfea752de5,0.8014184832572937,5
bytecode,0x0b7dc5a43ce121b4eaaa41b0f4f43bba47bb8951,,4
bytecode,0x0b8d56c26d8cf16fe1bddf4967753503d974de06,,4
bytecode,0x0efef0b34638addc8833ba729ae20016b5f24ffc,,4
bytecode,0x0f90ef4e2526e3d1791862574f9fb26a0f39ec86,0.7774432301521301,4
bytecode,0x112918a54e3ada863cf694970da0756f1eecc68d,,4
bytecode,0x12d5b7c26dd8dc6e2f71f5bf240d5e76452b2fe5,,4
bytecode,0x12d66f87a04a9e220743712ce6d9bb1b5616b8fc,0.8118758797645569,3
bytecode,0x141044ccc363d6e8d92dd8983422775913e304ec,,4
bytecode,0x167cb3f2446f829eb327344b66e271d1a7efec9a,0.0,4
bytecode,0x16a0772b17ae004e6645e0e95bf50ad69498a34e,,4
bytecode,0x18639f44f946983bf3413d9b51322d05c29d269e,,4
bytecode,0x18a672e11d637fffadccc99b152f4895da069601,,4
bytecode,0x19c320b43744254ebdbcb1f1bd0e2a3dc08e01dc,0.7707669138908386,3
bytecode,0x1a94656a6245379bc0d9c64c402197528edb2bd1,0.8939436674118042,4
bytecode,0x1bb28e79f2482df6bf60efc7a33365703bcf1536,0.8762590289115906,4
bytecode,0x1ce7ae555139c5ef5a57cc8d814a867ee6ee33d8,,4
bytecode,0x1ce865c81e76aafd2003e69acd2d196d19aac144,0.7198808193206787,5
bytecode,0x1e143b2588705dfea63a17f2032ca123df995ce0,0.5948094129562378,4
bytecode,0x2101e480e22c953b37b9d0fe6551c1354fe705e6,0.598063588142395,4
bytecode,0x22a97c80d7e0a9ae616737e3b8b531248f4ef91d,0.8411315083503723,1
bytecode,0x22dccfa39dbe59cd3f27e6531b33b5101bb2a70d,0.93004047870636,1
bytecode,0x23ea10cc1e6ebdb499d24e45369a35f43627062f,0.848507821559906,5
bytecode,0x24f0bb6c9b2c3db66603fa0ec07ab0cf55cdd387,0.8200840950012207,4
bytecode,0x25a06d4e1f804ce62cf11b091180a5c84980d93a,0.8563071489334106,2
bytecode,0x269a6ffb97325e8e371f067fea216c9f62848833,0.8077071905136108,5
